0.000001956	107.688668000
0.095900457	108.119816000
0.191829408	108.013920000
0.287805014	107.900460000
0.383723071	108.233276000
0.464024059	108.573656000
0.560003017	108.808140000
0.655963817	108.422376000
0.751851143	108.475324000
0.847784006	108.278660000
0.943758494	108.581220000
1.039676272	108.089560000
1.120007431	107.991228000
1.215991418	108.150072000
1.311883773	107.673540000
1.407836191	107.900460000
1.503746147	108.369428000
1.599667835	108.664424000
1.680038664	108.906472000
1.776010918	108.830832000
1.871886790	108.717372000
1.967831945	108.777884000
2.063771792	108.392120000
2.159715830	107.930716000
2.240029669	107.484440000
2.336026786	107.582772000
2.431924169	107.265084000
2.527893629	107.333160000
2.623786543	107.650848000
2.719738403	107.658412000
2.815667634	108.051740000
2.895981473	108.603912000
2.991942551	108.861088000
3.087891059	108.936728000
3.183838449	108.974548000
3.279757064	109.133392000
3.375699984	109.216596000
3.456023880	109.254416000
3.551960934	109.307364000
3.647874800	109.193904000
3.743856272	109.398132000
3.839787459	109.443516000
3.935701884	109.466208000
4.016038351	109.398132000
4.111990770	109.511592000
4.207894858	109.398132000
4.303915721	109.473772000
4.399800254	109.443516000
4.495733955	109.458644000
4.576057572	109.519156000
4.671992669	109.700692000
4.767933355	109.504028000
4.863883259	109.103136000
4.959813887	108.891344000
5.055753455	108.755192000
5.150709099	108.112252000
5.231006175	108.225712000
5.327003013	108.384556000
5.422877489	107.454184000
5.518827672	107.393672000
5.614775900	107.431492000
5.710693678	107.597900000
5.791027631	107.544952000
5.887106881	107.348288000
5.982915706	107.726488000
6.078829572	107.370980000
6.174802384	106.425480000
6.270726028	106.243944000
6.351071994	106.251508000
6.446986698	106.243944000
6.542930177	106.251508000
6.638871141	106.190996000
6.734805681	106.190996000
6.830748321	106.198560000
6.926671407	106.251508000
7.007012064	106.259072000
7.102926210	106.319584000
7.198945117	106.289328000
7.294822945	106.327148000
7.390793523	106.281764000
7.486710741	106.364968000
7.567032961	106.221252000
7.663040414	106.304456000
7.758907347	106.228816000
7.854827639	106.206124000
7.950790952	106.334712000
8.046801758	106.425480000
8.127084588	106.160740000
8.223004320	106.304456000
8.318949755	106.349840000
8.414865018	106.410352000
8.510800116	106.213688000
8.606759239	106.342276000
8.702677575	106.342276000
8.783022982	106.312020000
8.878939642	106.327148000
8.974964137	106.243944000
9.070826041	106.387660000
9.166751920	106.312020000
9.262701544	106.387660000
9.343070139	147.982096000
9.438957186	170.613584000
9.534916868	166.279412000
9.630848055	163.911880000
9.726781476	162.043572000
9.822699812	158.541440000
9.903042985	157.028640000
9.998986184	153.844196000
10.094931060	151.922940000
10.190849954	149.895788000
10.286806284	147.316464000
10.382751439	145.826356000
10.478675083	143.935356000
10.559002890	141.840128000
10.654960058	140.871936000
10.749873797	137.937104000
10.845806380	137.468136000
10.941747624	134.903940000
11.037710938	133.723956000
11.118033717	133.217168000
11.213947024	130.819380000
11.309886871	130.320156000
11.405863874	128.693896000
11.501782210	127.181096000
11.597695797	126.780204000
11.678045394	126.144828000
11.773994460	125.585092000
11.869906930	125.131252000
11.965846218	124.745488000
12.061832440	123.966396000
12.157725074	123.353712000
12.253667156	124.125240000
12.333987420	123.830244000
12.429953528	122.703208000
12.525882479	123.694092000
12.621836574	124.087420000
12.717765247	124.163060000
12.813704256	122.937692000
12.894021447	124.087420000
12.990000126	124.563952000
13.085896392	124.329468000
13.181833166	122.521672000
13.277779438	123.943704000
13.373698333	124.117676000
13.454100172	124.480748000
13.550036946	123.225124000
13.645908349	122.075396000
13.741876132	123.141920000
13.837802849	123.331020000
13.933732919	122.854488000
14.014059049	119.828888000
14.110060636	120.025552000
14.205931759	121.878732000
14.301905968	121.243356000
14.397868165	120.585288000
14.493763034	118.021092000
14.589698691	117.658020000
14.670006104	118.338780000
14.765963831	118.028656000
14.861914852	115.782148000
14.957832071	114.254220000
15.053749848	112.862444000
15.149727130	112.718728000
15.230042366	112.938084000
15.325983889	113.838200000
15.421909488	112.355656000
15.517939850	110.131840000
15.613800637	108.467760000
15.709740484	107.234828000
15.790057116	109.844408000
15.886094462	109.103136000
15.981943236	107.832384000
16.077871070	105.427032000
16.173804213	104.451276000
16.269769203	105.419468000
16.365676085	105.079088000
16.445037568	104.322688000
16.540960094	103.316676000
16.636925922	101.940028000
16.732839230	100.230564000
16.828752537	98.944684000
16.924701603	98.316872000
17.005028013	99.587624000
17.100953892	99.133784000
17.196925308	98.339564000
17.292857612	97.636112000
17.388780697	95.661908000
17.484727249	94.686152000
17.580675477	94.708844000
17.661016414	94.202056000
17.756936706	93.748216000
17.852861188	93.385144000
17.948846851	92.727076000
18.044766863	91.804268000
18.140668437	90.087240000
18.221011609	89.482120000
18.316975202	89.171996000
18.412904992	88.710592000
18.508821652	88.203804000
18.604789715	87.923936000
18.700718108	74.792832000
18.781049267	70.458660000
18.876895248	69.104704000
